seed,kernel,step_size,flow_length,target,flowtype,nchains,logZ,elbo,ess,nparticles
10,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.050168891045814235,0.0020024179867228487,0.8972141413282291,64
10,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.04976063866759883,-0.014038015036852952,0.8580215634035825,64
10,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.020252616352650854,0.012482774918721032,0.9853380001283338,64
11,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.046972286467991786,0.003002221331069005,0.9125574770005517,64
11,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.15458698407717808,0.06656344887072418,0.7772765995766238,64
11,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.0205152154767827,0.009091616953353865,0.9772707249595254,64
12,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.04546143627121335,0.0032192820950905088,0.9154163870749744,64
12,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.0442075674266329,-0.0029567757497683117,0.903854206344558,64
12,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.03473220395315746,0.02316806257966318,0.9769707240186682,64
13,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.10744561946217157,0.05916174584948032,0.9071855257473159,64
13,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.17905095722011222,0.07843637137132872,0.7391438422774903,64
13,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.03086072067118284,0.022335464538358343,0.9826431799238942,64
14,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.06606633285997532,0.0198578154372792,0.8898842196560462,64
14,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.13072119218812617,0.08979963209510544,0.9205592119530898,64
14,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.03295019460949167,0.021330385554846232,0.9776882919897157,64
15,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.1834960476773313,0.07656635133703096,0.7641835629063468,64
15,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.02141233203638837,-0.029812868163096168,0.8902856485965164,64
15,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.005006708190751219,-0.006720469785304592,0.9741081786888312,64
16,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.0462892646062274,0.005498335616455324,0.9219137178157585,64
16,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,-0.0008272879793098653,-0.02596703745999869,0.9435942381740126,64
16,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.018169586693452366,0.008603576430011833,0.980934777239611,64
17,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.1295801877416496,0.04816709839559844,0.8479263504241671,64
17,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.11989754780590278,0.05013601955746076,0.8420528014890724,64
17,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.005889746743114266,-0.004720391230096363,0.9790335286684063,64
18,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.13553194592692375,0.06405770813553863,0.8529801238969889,64
18,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.12888034857559116,0.07214687233199592,0.8794325639089411,64
18,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,-0.016737591104814875,-0.025953605938082228,0.9810915518417727,64
19,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.04252554877118886,-0.010694400079593686,0.8959086532553715,64
19,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.05164791539701685,-0.007923680293394922,0.8558903644071526,64
19,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,-0.007556280699611229,-0.016500634182794446,0.9812873743579524,64
1,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.05201880932821812,-0.003467651875180805,0.8797730195757762,64
1,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.11124584109184266,0.020966622280463733,0.7503860325135253,64
1,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,0.01861982444691712,0.010318883091243528,0.9836634033054876,64
20,MF.HMC,0.1,150,Cross,MF.BackwardIRFMixFlow,1,0.11488485640235258,0.05484101584960689,0.8770168327944214,64
20,MF.HMC,0.1,150,Cross,MF.DeterministicMixFlow,1,0.053141072017552915,0.004506070852165547,0.8895093065823733,64
20,MF.HMC,0.1,150,Cross,MF.IRFMixFlow,1,-0.02034469090509905,-0.02719916385066909,0.9863220925897053,64
