tv,Ts,nparticles
0.47742449972637685,1,512
0.4705629362532792,2,512
0.4677969995156424,3,512
0.4664084341224275,4,512
0.46334496042047557,5,512
0.45938745837271355,6,512
0.4540264000820827,7,512
0.44209742270139685,8,512
0.43084870265437236,9,512
0.42291769017690506,10,512
0.41678484270549654,11,512
0.409078782198897,12,512
0.40127079319797865,13,512
0.39582202492302604,14,512
0.3925852879397188,15,512
0.38811259789005714,16,512
0.38125130240709826,17,512
0.3743592156816428,18,512
0.3677441408129653,19,512
0.35968094123057515,20,512
0.35289928358809824,21,512
0.34760165196084336,22,512
0.3441956757226802,23,512
0.34234907826251054,24,512
0.3404763300543309,25,512
0.3391334969114391,26,512
0.3387334895705202,27,512
0.33745140513637484,28,512
0.3377308017582023,29,512
0.33779252047967945,30,512
0.3369511445305755,31,512
0.3359794053597438,32,512
0.3343065952785127,33,512
0.33295019985669183,34,512
0.33074180091827426,35,512
0.3289421968908766,36,512
0.32784162249978865,37,512
0.3267322044224952,38,512
0.3251651758229565,39,512
0.3232243673812113,40,512
0.3211452866874538,41,512
0.31958439053661974,42,512
0.3173211801549463,43,512
0.3153962687076577,44,512
0.31372973666572995,45,512
0.31214946551339595,46,512
0.310747139920965,47,512
0.30990249793220126,48,512
0.30884308496063745,49,512
0.30706906729149513,50,512
0.3054817011324579,51,512
0.3040903162361365,52,512
0.3026371139669754,53,512
0.3016905989653141,54,512
0.3007650433956949,55,512
0.29919124677057435,56,512
0.29786740769743825,57,512
0.29662464649746306,58,512
0.2954378721374493,59,512
0.2946146913143192,60,512
0.29328031107090907,61,512
0.29190744309188305,62,512
0.29119566109495615,63,512
0.28999777822383493,64,512
0.28924101964381044,65,512
0.28842587375660245,66,512
0.2878515540958295,67,512
0.28734698276005,68,512
0.28697626674496446,69,512
0.28643810945965265,70,512
0.285366070548539,71,512
0.2843762841514646,72,512
0.28344128789428485,73,512
0.2822932463931686,74,512
0.281446971260415,75,512
0.2806440654146047,76,512
0.27964916803082834,77,512
0.27869584704137734,78,512
0.2779510268236584,79,512
0.2777229716079785,80,512
0.2775759353818004,81,512
0.2771177533422287,82,512
0.2762358073105162,83,512
0.2751556278887579,84,512
0.27362328849163425,85,512
0.2721122546504393,86,512
0.2706641211009181,87,512
0.26923895360328987,88,512
0.26798534208929026,89,512
0.2667987967452452,90,512
0.26589924887579947,91,512
0.26524664488352034,92,512
0.2645344568277631,93,512
0.26394646566949675,94,512
0.2633635692609011,95,512
0.2626048413881342,96,512
0.26200067161596813,97,512
