tv,Ts,nparticles
0.47742449972637685,1,512
0.47702584803003995,2,512
0.47853629168018325,3,512
0.4808727126934915,4,512
0.4832442949225183,5,512
0.4848151614916645,6,512
0.4862484058640769,7,512
0.4874724636031419,8,512
0.488070610780687,9,512
0.48872040743974315,10,512
0.48965214691714465,11,512
0.4904311015561277,12,512
0.4909928994425294,13,512
0.4917233049426444,14,512
0.4926869448623111,15,512
0.4935114525727013,16,512
0.4942812247856493,17,512
0.49495891163394756,18,512
0.4959498106631879,19,512
0.4966181380571964,20,512
0.4975469621307629,21,512
0.4982211561420783,22,512
0.49872771828631685,23,512
0.49914042981397083,24,512
0.49961726937925616,25,512
0.5000323137291816,26,512
0.5001548120676484,27,512
0.5003403325418492,28,512
0.5006864773401156,29,512
0.5010156608103368,30,512
0.5011616812445642,31,512
0.5013174159950703,32,512
0.5015155017543174,33,512
0.5017098298644571,34,512
0.5018005180682614,35,512
0.5019821043013152,36,512
0.5022291586427307,37,512
0.5025266533138978,38,512
0.5027744205404073,39,512
0.503190659169963,40,512
0.503648185563384,41,512
0.5041328178674618,42,512
0.5046004028744596,43,512
0.5052387513980711,44,512
0.5059272337438695,45,512
0.5065662392644271,46,512
0.5071460987730352,47,512
0.5077495769230559,48,512
0.5082831955441224,49,512
0.5086493510417454,50,512
0.5089104628266838,51,512
0.5091498634336817,52,512
0.5092989643650917,53,512
0.5093314912004139,54,512
0.509327150147412,55,512
0.5093109892886176,56,512
0.5092812435698626,57,512
0.5091696007721885,58,512
0.509065293378909,59,512
0.5089359859319497,60,512
0.5088463714690007,61,512
0.5088440113165164,62,512
0.5087886131376467,63,512
0.5086959052145814,64,512
0.5086448001170127,65,512
0.5085112724918993,66,512
0.5083587204283725,67,512
0.5081968449624902,68,512
0.5080679354969436,69,512
0.5078936767708441,70,512
0.5077521820356236,71,512
0.5076485004710539,72,512
0.5075980835828289,73,512
0.5075305164135789,74,512
0.5074693468970309,75,512
0.5074307912655628,76,512
0.5074237799242532,77,512
0.5074341174754865,78,512
0.5074479128518453,79,512
0.5074508826643251,80,512
0.5074826725511118,81,512
0.5074882090702418,82,512
0.5074959313637025,83,512
0.5074723834451075,84,512
0.5074889919845111,85,512
0.50747528784298,86,512
0.5074968616716937,87,512
0.5074560376329103,88,512
0.5074090361578368,89,512
0.5073318782229077,90,512
0.5073006208192223,91,512
0.5071789371023108,92,512
0.5070100371459654,93,512
0.5068257746980359,94,512
0.5066698012493763,95,512
0.5064709032432034,96,512
0.506242692482677,97,512
0.5060190884087709,98,512
0.5058167097092104,99,512
0.5056129318840257,100,512
0.5054923720530904,101,512
0.5053855080694751,102,512
0.5052904711397799,103,512
0.5051644073081831,104,512
0.5050355227758256,105,512
0.5048922436383466,106,512
0.5047541152752375,107,512
0.5045350595608221,108,512
0.5043132730817163,109,512
0.5040473250340671,110,512
0.5037676890677258,111,512
0.5034337145140036,112,512
0.5031057810069709,113,512
0.5028005894777934,114,512
0.5024930924695982,115,512
0.502159495339083,116,512
0.5018537773317403,117,512
0.5015650332113397,118,512
0.5012778012187785,119,512
0.5009463597179902,120,512
0.5006370151247916,121,512
0.5002899717996243,122,512
0.4999603093935025,123,512
0.49958152184549715,124,512
0.4992044468058839,125,512
0.4987696815275486,126,512
0.49832116097752693,127,512
0.4978245821057469,128,512
0.49730135749232246,129,512
0.4967076251090225,130,512
0.4960886088852032,131,512
0.49542421371376183,132,512
0.49472408767318077,133,512
0.4939789130470971,134,512
0.4932280026928424,135,512
0.4924803161998475,136,512
0.49175391887154385,137,512
0.4910145003183658,138,512
0.49027441685603596,139,512
0.48954964084286606,140,512
0.48885174591999025,141,512
0.48816835221246047,142,512
0.48747899556534235,143,512
0.4868677606931882,144,512
0.48627457375233085,145,512
0.48569655350582924,146,512
0.4851322284131822,147,512
0.4845502859293579,148,512
0.4839743943931038,149,512
0.4833911426354566,150,512
0.4828199773765266,151,512
0.4822332356120035,152,512
0.4816661925891855,153,512
0.4811184675439003,154,512
0.48060826061619744,155,512
0.4800810067484568,156,512
0.47957508332454796,157,512
0.47906925310153414,158,512
0.47856365053093947,159,512
0.47806310995316126,160,512
0.4775689279270352,161,512
