tv,Ts,nparticles
0.47742449972637685,1,512
0.4750837581396551,2,512
0.4776448591528962,3,512
0.47913295812305623,4,512
0.48103313519143037,5,512
0.48259160995185296,6,512
0.48156594808282455,7,512
0.4800023793614867,8,512
0.4799500553264383,9,512
0.4797027102547814,10,512
0.4784401271394557,11,512
0.47800235547000824,12,512
0.4779451776739503,13,512
0.4774672463197503,14,512
0.4774737534737556,15,512
0.47760192012738,16,512
0.4779222919229462,17,512
0.4787440302593977,18,512
0.479829375376801,19,512
0.4806785385467983,20,512
0.48146940656778,21,512
0.4816145125735335,22,512
0.4814133880013082,23,512
0.4806316783329237,24,512
0.4799967028879756,25,512
0.4789688387049108,26,512
0.47786534899162036,27,512
0.47660208029270407,28,512
0.4752311657021694,29,512
0.47389600499654205,30,512
0.4723682362782588,31,512
0.4711596232570796,32,512
0.46984906636942336,33,512
0.46924618065334234,34,512
0.4682183803512406,35,512
0.4671376561421137,36,512
0.4656400210838558,37,512
0.4641830091851485,38,512
0.46254337382153693,39,512
0.46075274214570205,40,512
0.4585197782823692,41,512
0.45650665339098256,42,512
0.45447218787969357,43,512
0.4529332472671643,44,512
0.4517255759820901,45,512
0.45061963120613757,46,512
0.4494818680969513,47,512
0.44822273084517383,48,512
0.44660409054417183,49,512
0.4448463897500853,50,512
0.4430803032563352,51,512
0.4414036717727345,52,512
0.4397375976144756,53,512
0.43829586378174856,54,512
0.4369775133341015,55,512
0.43575124047980285,56,512
0.43468907336264934,57,512
0.4336390952371264,58,512
0.43255276074685567,59,512
0.431405732091637,60,512
0.4304537851087745,61,512
0.4297060793516568,62,512
0.4287608444725159,63,512
0.4278602284384455,64,512
0.42703067390239935,65,512
0.42606773472690207,66,512
0.4249294422633316,67,512
0.4235606612788557,68,512
0.42228374953894043,69,512
0.4208095312939394,70,512
0.41936071561367877,71,512
0.4180193739775195,72,512
0.41675521998987275,73,512
0.4155383887321875,74,512
0.41429992883653627,75,512
0.4131838177599486,76,512
0.4122191153310663,77,512
0.41127245916276783,78,512
0.4105277549987888,79,512
0.4098712769078211,80,512
0.4091292249655392,81,512
0.4083764294757824,82,512
0.40763145481502305,83,512
0.40694998611311467,84,512
0.40610008137934894,85,512
0.4053468231815336,86,512
0.40453616417286176,87,512
0.4037515649559444,88,512
0.40274525987926485,89,512
0.40168755170594234,90,512
0.40075332996341184,91,512
0.3998602861870222,92,512
0.3989593310627474,93,512
0.39808542998582386,94,512
0.3971689129107545,95,512
0.3963426170427475,96,512
0.395441293990728,97,512
0.394864705617705,98,512
0.39435220074610533,99,512
0.3939629909617206,100,512
0.39340868905201876,101,512
0.3929012678038838,102,512
0.392371714298397,103,512
0.39196520957822467,104,512
0.3913426605310321,105,512
0.39073785996634897,106,512
0.3903719684995586,107,512
0.39026111452167467,108,512
0.39012494985618223,109,512
0.3899199879712867,110,512
0.3895653314889846,111,512
0.38933586004856047,112,512
0.3889880877128587,113,512
0.3886678151508792,114,512
0.38834729183341105,115,512
0.3879589673789533,116,512
0.38745606289043466,117,512
0.3869287258792595,118,512
0.38651689691737956,119,512
0.38609489095906824,120,512
0.3856048400215254,121,512
0.3850897675623714,122,512
0.3845629462627896,123,512
0.3842303231679676,124,512
0.38394650185102563,125,512
0.38353815343006137,126,512
0.38311132929861813,127,512
0.38265292841894943,128,512
0.38217499988536024,129,512
0.38160881351293746,130,512
0.38100666753351586,131,512
0.3805591210888924,132,512
0.38006128227786623,133,512
0.37960131694067284,134,512
0.37912723472715,135,512
0.3787152371615031,136,512
0.37842079000857715,137,512
0.37809708291118616,138,512
0.3777444141929863,139,512
0.37748723653190824,140,512
0.37723500919984526,141,512
0.37686613507671446,142,512
0.37647340034599786,143,512
0.3760641196724047,144,512
0.37556319497728463,145,512
0.3751102784481826,146,512
0.3745993821115106,147,512
0.3740359931995188,148,512
0.3734905488546257,149,512
0.37302477509891674,150,512
0.3727200085226688,151,512
0.37246396635460066,152,512
0.3723041596281352,153,512
0.37215730365595995,154,512
0.37194177010717105,155,512
0.37175601497972516,156,512
0.37157083729984486,157,512
0.37139151846184365,158,512
0.3712057385194546,159,512
0.37097404112323673,160,512
0.37071620125633353,161,512
0.37043166816881495,162,512
0.370193336215664,163,512
0.3699711761306629,164,512
0.3697093161065562,165,512
0.36945535120139195,166,512
0.369158324068219,167,512
0.36888749171286406,168,512
0.36868037388071967,169,512
0.3684786381053481,170,512
0.36832071406068756,171,512
0.36814729982854233,172,512
0.3680041876335214,173,512
0.3678224184743483,174,512
0.3676893455017987,175,512
0.3675500059909477,176,512
0.3673606030588632,177,512
0.36713913188335356,178,512
0.36703893914158964,179,512
0.36692962773234417,180,512
